snp.dists.0.8.2,variable,value,same_period
SBV123_plate02,SBV163_plate02,5,0
SBV124_plate02,SBV163_plate02,4,0
SBV125_plate02,SBV163_plate02,4,0
SBV126_plate03,SBV163_plate02,6,0
SBV127_plate02,SBV163_plate02,11,0
SBV128_plate02,SBV163_plate02,4,0
SBV130_plate02,SBV163_plate02,6,0
SBV131_plate03,SBV163_plate02,6,0
SBV132_plate02,SBV163_plate02,7,0
SBV133_plate02,SBV163_plate02,9,0
SBV134_plate02,SBV163_plate02,7,0
SBV135_plate02,SBV163_plate02,8,0
SBV136_plate02,SBV163_plate02,5,0
SBV137_plate03,SBV163_plate02,4,0
SBV138_plate02,SBV163_plate02,6,0
SBV139_plate02,SBV163_plate02,8,0
SBV140_plate02,SBV163_plate02,4,0
SBV141_plate02,SBV163_plate02,6,0
SBV142_plate02,SBV163_plate02,6,0
SBV143_plate02,SBV163_plate02,4,0
SBV144_plate02,SBV163_plate02,11,0
SBV145_plate02,SBV163_plate02,7,0
SBV146_plate02,SBV163_plate02,7,0
SBV147_plate02,SBV163_plate02,13,0
SBV148_plate02,SBV163_plate02,4,0
SBV149_plate03,SBV163_plate02,13,0
SBV150_plate02,SBV163_plate02,6,0
SBV151_plate02,SBV163_plate02,11,0
SBV152_plate02,SBV163_plate02,9,0
SBV153_plate02,SBV163_plate02,7,0
SBV154_plate03,SBV163_plate02,14,0
SBV155_plate03,SBV163_plate02,10,0
SBV156_plate02,SBV163_plate02,11,0
SBV157_plate02,SBV163_plate02,8,0
SBV158_plate02,SBV163_plate02,7,0
SBV159_plate02,SBV163_plate02,10,0
SBV160_plate02,SBV163_plate02,5,0
SBV161_plate02,SBV163_plate02,15,0
SBV162_plate02,SBV163_plate02,7,0
SBV163_plate02,SBV163_plate02,0,0
SBV164_plate02,SBV163_plate02,7,0
SBV165_plate02,SBV163_plate02,16,0
SBV166_plate02,SBV163_plate02,4,0
SBV167_plate02,SBV163_plate02,5,0
SBV168_plate02,SBV163_plate02,5,0
SBV169_plate02,SBV163_plate02,7,0
SBV170_plate02,SBV163_plate02,18,0
SBV171_plate02,SBV163_plate02,4,0
SBV172_plate02,SBV163_plate02,8,0
SBV173_plate02,SBV163_plate02,4,0
SBV174_plate02,SBV163_plate02,7,0
SBV175_plate02,SBV163_plate02,4,0
SBV176_plate02,SBV163_plate02,18,0
SBV177_plate03,SBV163_plate02,8,0
SBV178_plate03,SBV163_plate02,16,0
SBV179_plate03,SBV163_plate02,6,0
SBV180_plate03,SBV163_plate02,6,0
SBV181_plate03,SBV163_plate02,10,0
SBV183_plate03,SBV163_plate02,12,0
SBV184_plate03,SBV163_plate02,6,0
SBV185_plate03,SBV163_plate02,7,0
SBV186_plate03,SBV163_plate02,10,0
SBV187_plate03,SBV163_plate02,6,0
SBV188_plate03,SBV163_plate02,9,0
SBV189_plate03,SBV163_plate02,5,0
SBV190_plate03,SBV163_plate02,8,0
SBV191_plate03,SBV163_plate02,12,0
SBV192_plate03,SBV163_plate02,8,0
SBV193_plate03,SBV163_plate02,5,0
SBV194_plate03,SBV163_plate02,7,0
SBV195_plate03,SBV163_plate02,5,0
SBV196_plate03,SBV163_plate02,19,0
SBV197_plate03,SBV163_plate02,8,0
SBV198_plate03,SBV163_plate02,4,0
SBV199_plate03,SBV163_plate02,5,0
SBV200_plate03,SBV163_plate02,14,0
SBV201_plate03,SBV163_plate02,7,0
SBV202_plate03,SBV163_plate02,3,0
SBV203_plate03,SBV163_plate02,6,0
SBV204_plate03,SBV163_plate02,4,0
SBV205_plate03,SBV163_plate02,10,0
SBV206_plate03,SBV163_plate02,8,0
SBV207_plate03,SBV163_plate02,5,0
SBV208_plate03,SBV163_plate02,13,0
SBV209_plate03,SBV163_plate02,7,0
SBV210_plate03,SBV163_plate02,12,0
SBV211_plate03,SBV163_plate02,9,0
SBV212_plate03,SBV163_plate02,16,0
SBV213_plate03,SBV163_plate02,4,0
SBV214_plate03,SBV163_plate02,6,0
SBV216_plate03,SBV163_plate02,16,0
SBV217_plate03,SBV163_plate02,8,0
SBV218_plate05,SBV163_plate02,9,0
SBV219_plate03,SBV163_plate02,6,0
SBV220_plate03,SBV163_plate02,7,0
SBV221_plate03,SBV163_plate02,11,0
SBV222_plate03,SBV163_plate02,9,0
SBV224_plate03,SBV163_plate02,10,0
SBV225_plate03,SBV163_plate02,6,0
SBV226_plate03,SBV163_plate02,5,0
SBV227_plate03,SBV163_plate02,11,0
SBV228_plate03,SBV163_plate02,14,0
SBV229_plate03,SBV163_plate02,4,0
SBV230_plate03,SBV163_plate02,10,0
SBV231_plate03,SBV163_plate02,9,0
SBV232_plate03,SBV163_plate02,5,0
SBV233_plate03,SBV163_plate02,10,0
SBV234_plate05,SBV163_plate02,15,0
SBV235_plate05,SBV163_plate02,9,0
SBV236_plate03,SBV163_plate02,9,0
SBV237_plate03,SBV163_plate02,9,0
SBV238_plate03,SBV163_plate02,7,0
SBV239_plate03,SBV163_plate02,5,0
SBV240_plate05,SBV163_plate02,9,0
SBV241_plate03,SBV163_plate02,12,0
SBV242_plate03,SBV163_plate02,11,0
SBV243_plate03,SBV163_plate02,7,0
SBV244_plate03,SBV163_plate02,13,0
SBV245_plate03,SBV163_plate02,14,0
SBV246_plate03,SBV163_plate02,9,0
SBV247_plate03,SBV163_plate02,15,0
SBV249_plate03,SBV163_plate02,13,0
SBV251_plate03,SBV163_plate02,4,0
SBV252_plate03,SBV163_plate02,17,0
SBV253_plate03,SBV163_plate02,5,0
SBV254_plate03,SBV163_plate02,105,0
SBV255_plate03,SBV163_plate02,4,0
SBV256_plate03,SBV163_plate02,13,0
SBV257_plate05,SBV163_plate02,7,0
SBV258_plate03,SBV163_plate02,9,0
SBV259_plate03,SBV163_plate02,9,0
SBV260_plate03,SBV163_plate02,9,0
SBV261_plate03,SBV163_plate02,4,0
SBV262_plate03,SBV163_plate02,13,0
SBV263_plate03,SBV163_plate02,17,0
SBV265_plate03,SBV163_plate02,9,0
SBV266_plate03,SBV163_plate02,7,0
SBV267_plate03,SBV163_plate02,7,0
SBV268_plate03,SBV163_plate02,10,0
SBV269_plate05,SBV163_plate02,16,0
SBV270_plate04,SBV163_plate02,16,0
SBV271_plate04,SBV163_plate02,13,0
SBV272_plate04,SBV163_plate02,8,0
SBV273_plate04,SBV163_plate02,13,0
SBV274_plate04,SBV163_plate02,16,0
SBV275_plate04,SBV163_plate02,18,0
SBV276_plate04,SBV163_plate02,16,0
SBV277_plate04,SBV163_plate02,17,0
SBV278_plate04,SBV163_plate02,6,0
SBV279_plate04,SBV163_plate02,4,0
SBV280_plate05,SBV163_plate02,9,0
SBV281_plate04,SBV163_plate02,8,0
SBV282_plate04,SBV163_plate02,10,0
SBV283_plate04,SBV163_plate02,11,0
SBV284_plate04,SBV163_plate02,14,0
SBV285_plate04,SBV163_plate02,7,0
SBV286_plate04,SBV163_plate02,13,0
SBV287_plate04,SBV163_plate02,8,0
SBV288_plate04,SBV163_plate02,10,0
SBV289_plate04,SBV163_plate02,16,0
SBV290_plate04,SBV163_plate02,12,0
SBV291_plate04,SBV163_plate02,8,0
SBV292_plate04,SBV163_plate02,13,0
SBV293_plate04,SBV163_plate02,9,0
SBV294_plate04,SBV163_plate02,8,0
SBV295_plate04,SBV163_plate02,16,0
SBV296_plate04,SBV163_plate02,8,0
SBV297_plate04,SBV163_plate02,4,0
SBV298_plate04,SBV163_plate02,10,0
SBV299_plate04,SBV163_plate02,10,0
SBV300_plate04,SBV163_plate02,10,0
SBV301_plate04,SBV163_plate02,15,0
SBV302_plate04,SBV163_plate02,10,0
SBV305_plate04,SBV163_plate02,18,0
SBV306_plate04,SBV163_plate02,14,0
SBV307_plate04,SBV163_plate02,16,0
SBV308_plate04,SBV163_plate02,8,0
SBV310_plate04,SBV163_plate02,16,0
SBV311_plate04,SBV163_plate02,16,0
SBV312_plate04,SBV163_plate02,13,0
SBV313_plate04,SBV163_plate02,96,0
SBV314_plate04,SBV163_plate02,9,0
SBV315_plate04,SBV163_plate02,12,0
SBV316_plate04,SBV163_plate02,19,0
SBV317_plate04,SBV163_plate02,11,0
SBV318_plate04,SBV163_plate02,12,0
SBV319_plate04,SBV163_plate02,19,0
SBV320_plate04,SBV163_plate02,11,0
SBV321_plate04,SBV163_plate02,7,0
SBV322_plate04,SBV163_plate02,8,0
SBV323_plate04,SBV163_plate02,10,0
SBV324_plate04,SBV163_plate02,5,0
SBV325_plate04,SBV163_plate02,11,0
SBV326_plate04,SBV163_plate02,13,0
SBV327_plate04,SBV163_plate02,12,0
SBV328_plate04,SBV163_plate02,10,0
SBV329_plate04,SBV163_plate02,8,0
SBV330_plate04,SBV163_plate02,11,0
SBV331_plate04,SBV163_plate02,15,0
SBV332_plate04,SBV163_plate02,5,0
SBV333_plate04,SBV163_plate02,9,0
SBV334_plate04,SBV163_plate02,15,0
SBV335_plate04,SBV163_plate02,11,0
SBV336_plate04,SBV163_plate02,11,0
SBV337_plate04,SBV163_plate02,5,0
SBV338_plate04,SBV163_plate02,15,0
SBV339_plate04,SBV163_plate02,16,0
SBV340_plate04,SBV163_plate02,16,0
SBV341_plate04,SBV163_plate02,16,0
SBV343_plate04,SBV163_plate02,18,0
SBV344_plate04,SBV163_plate02,9,0
SBV345_plate04,SBV163_plate02,5,0
SBV347_plate04,SBV163_plate02,8,0
SBV348_plate04,SBV163_plate02,9,0
SBV349_plate04,SBV163_plate02,10,0
SBV350_plate04,SBV163_plate02,15,0
SBV351_plate04,SBV163_plate02,15,0
SBV352_plate04,SBV163_plate02,18,0
SBV353_plate04,SBV163_plate02,14,0
SBV354_plate04,SBV163_plate02,14,0
SBV355_plate04,SBV163_plate02,0,0
SBV356_plate04,SBV163_plate02,7,0
SBV357_plate04,SBV163_plate02,9,0
SBV358_plate04,SBV163_plate02,11,0
SBV359_plate04,SBV163_plate02,11,0
SBV361_plate04,SBV163_plate02,3,0
SBV362_plate04,SBV163_plate02,15,0
SBV363_plate04,SBV163_plate02,17,0
SBV364_plate04,SBV163_plate02,17,0
SBV365_plate04,SBV163_plate02,9,0
SBV366_plate04,SBV163_plate02,12,0
SBV367_plate04,SBV163_plate02,14,0
SBV368_plate04,SBV163_plate02,16,0
SBV369_plate04,SBV163_plate02,14,0
SBV370_plate05,SBV163_plate02,15,0
SBV371_plate05,SBV163_plate02,13,0
SBV372_plate05,SBV163_plate02,11,0
SBV373_plate05,SBV163_plate02,12,0
SBV374_plate05,SBV163_plate02,20,0
SBV375_plate05,SBV163_plate02,6,0
SBV376_plate05,SBV163_plate02,16,0
SBV005_plate01,SBV164_plate02,54,1
SBV007_plate01,SBV164_plate02,12,0
SBV010_plate01,SBV164_plate02,86,1
SBV011_plate01,SBV164_plate02,116,1
SBV019_plate01,SBV164_plate02,93,1
SBV021_plate01,SBV164_plate02,98,1
SBV022_plate01,SBV164_plate02,25,1
SBV023_plate01,SBV164_plate02,5,0
SBV024_plate01,SBV164_plate02,93,1
SBV025_plate01,SBV164_plate02,11,1
SBV027_plate01,SBV164_plate02,6,1
SBV029_plate01,SBV164_plate02,93,1
SBV030_plate01,SBV164_plate02,9,1
SBV032_plate01,SBV164_plate02,96,1
SBV033_plate01,SBV164_plate02,11,1
SBV035_plate01,SBV164_plate02,9,0
SBV036_plate01,SBV164_plate02,9,0
SBV037_plate01,SBV164_plate02,10,0
SBV038_plate01,SBV164_plate02,12,0
SBV039_plate01,SBV164_plate02,7,0
SBV040_plate03,SBV164_plate02,12,0
SBV041_plate01,SBV164_plate02,4,0
SBV042_plate01,SBV164_plate02,8,0
SBV043_plate01,SBV164_plate02,7,0
SBV044_plate01,SBV164_plate02,6,0
SBV045_plate01,SBV164_plate02,3,0
SBV046_plate01,SBV164_plate02,5,0
SBV047_plate01,SBV164_plate02,4,0
SBV048_plate01,SBV164_plate02,3,0
SBV049_plate01,SBV164_plate02,3,0
SBV050_plate01,SBV164_plate02,5,0
SBV051_plate01,SBV164_plate02,3,0
SBV052_plate01,SBV164_plate02,7,0
SBV053_plate01,SBV164_plate02,9,0
SBV054_plate01,SBV164_plate02,10,0
SBV055_plate01,SBV164_plate02,6,0
SBV057_plate01,SBV164_plate02,5,0
SBV058_plate01,SBV164_plate02,12,0
SBV059_plate01,SBV164_plate02,4,0
SBV060_plate01,SBV164_plate02,15,0
SBV061_plate01,SBV164_plate02,9,0
SBV062_plate01,SBV164_plate02,11,0
SBV063_plate01,SBV164_plate02,5,0
SBV064_plate01,SBV164_plate02,9,0
SBV065_plate03,SBV164_plate02,11,0
SBV067_plate01,SBV164_plate02,5,0
SBV068_plate01,SBV164_plate02,11,0
SBV069_plate01,SBV164_plate02,4,0
SBV070_plate01,SBV164_plate02,10,0
SBV071_plate01,SBV164_plate02,5,0
SBV072_plate02,SBV164_plate02,17,0
SBV073_plate03,SBV164_plate02,12,0
SBV074_plate03,SBV164_plate02,9,0
SBV075_plate02,SBV164_plate02,7,0
SBV076_plate02,SBV164_plate02,5,0
SBV077_plate02,SBV164_plate02,4,0
SBV078_plate02,SBV164_plate02,12,0
SBV079_plate02,SBV164_plate02,5,0
SBV080_plate02,SBV164_plate02,10,0
SBV081_plate02,SBV164_plate02,4,0
SBV082_plate02,SBV164_plate02,4,0
SBV083_plate02,SBV164_plate02,4,0
SBV084_plate02,SBV164_plate02,3,0
SBV085_plate03,SBV164_plate02,6,0
SBV087_plate02,SBV164_plate02,6,0
SBV088_plate02,SBV164_plate02,15,0
SBV089_plate02,SBV164_plate02,5,0
SBV090_plate02,SBV164_plate02,10,0
SBV091_plate02,SBV164_plate02,11,0
SBV092_plate02,SBV164_plate02,10,0
SBV093_plate02,SBV164_plate02,10,0
SBV094_plate02,SBV164_plate02,5,0
SBV095_plate02,SBV164_plate02,6,0
SBV096_plate02,SBV164_plate02,3,0
SBV097_plate02,SBV164_plate02,3,0
SBV098_plate02,SBV164_plate02,5,0
SBV099_plate02,SBV164_plate02,8,0
SBV100_plate02,SBV164_plate02,7,0
SBV101_plate02,SBV164_plate02,4,0
SBV102_plate02,SBV164_plate02,15,0
SBV103_plate02,SBV164_plate02,11,0
SBV104_plate02,SBV164_plate02,11,0
SBV105_plate02,SBV164_plate02,7,0
SBV106_plate02,SBV164_plate02,4,0
SBV107_plate02,SBV164_plate02,12,0
SBV108_plate02,SBV164_plate02,4,0
SBV109_plate02,SBV164_plate02,10,0
SBV110_plate02,SBV164_plate02,13,0
SBV111_plate02,SBV164_plate02,5,0
SBV112_plate02,SBV164_plate02,3,0
SBV113_plate02,SBV164_plate02,8,0
SBV114_plate02,SBV164_plate02,5,0
SBV115_plate02,SBV164_plate02,6,0
SBV116_plate02,SBV164_plate02,12,0
SBV117_plate02,SBV164_plate02,5,0
SBV118_plate02,SBV164_plate02,4,0
SBV119_plate02,SBV164_plate02,12,0
SBV121_plate02,SBV164_plate02,5,0
SBV122_plate02,SBV164_plate02,8,0
SBV123_plate02,SBV164_plate02,6,0
SBV124_plate02,SBV164_plate02,5,0
SBV125_plate02,SBV164_plate02,5,0
SBV126_plate03,SBV164_plate02,5,0
SBV127_plate02,SBV164_plate02,10,0
SBV128_plate02,SBV164_plate02,5,0
SBV130_plate02,SBV164_plate02,7,0
SBV131_plate03,SBV164_plate02,5,0
SBV132_plate02,SBV164_plate02,6,0
SBV133_plate02,SBV164_plate02,10,0
SBV134_plate02,SBV164_plate02,6,0
SBV135_plate02,SBV164_plate02,7,0
SBV136_plate02,SBV164_plate02,6,0
SBV137_plate03,SBV164_plate02,7,0
SBV138_plate02,SBV164_plate02,7,0
SBV139_plate02,SBV164_plate02,7,0
SBV140_plate02,SBV164_plate02,3,0
SBV141_plate02,SBV164_plate02,1,0
SBV142_plate02,SBV164_plate02,5,0
SBV143_plate02,SBV164_plate02,3,0
SBV144_plate02,SBV164_plate02,10,0
SBV145_plate02,SBV164_plate02,6,0
SBV146_plate02,SBV164_plate02,8,0
SBV147_plate02,SBV164_plate02,12,0
SBV148_plate02,SBV164_plate02,5,0
SBV149_plate03,SBV164_plate02,12,0
SBV150_plate02,SBV164_plate02,5,0
SBV151_plate02,SBV164_plate02,10,0
SBV152_plate02,SBV164_plate02,8,0
SBV153_plate02,SBV164_plate02,8,0
SBV154_plate03,SBV164_plate02,13,0
SBV155_plate03,SBV164_plate02,9,0
SBV156_plate02,SBV164_plate02,10,0
SBV157_plate02,SBV164_plate02,3,0
SBV158_plate02,SBV164_plate02,6,0
SBV159_plate02,SBV164_plate02,5,0
SBV160_plate02,SBV164_plate02,8,0
SBV161_plate02,SBV164_plate02,14,0
SBV162_plate02,SBV164_plate02,6,0
SBV163_plate02,SBV164_plate02,7,0
SBV164_plate02,SBV164_plate02,0,0
SBV165_plate02,SBV164_plate02,15,0
SBV166_plate02,SBV164_plate02,5,0
SBV167_plate02,SBV164_plate02,6,0
SBV168_plate02,SBV164_plate02,6,0
SBV169_plate02,SBV164_plate02,6,0
SBV170_plate02,SBV164_plate02,17,0
SBV171_plate02,SBV164_plate02,3,0
SBV172_plate02,SBV164_plate02,7,0
SBV173_plate02,SBV164_plate02,3,0
SBV174_plate02,SBV164_plate02,6,0
SBV175_plate02,SBV164_plate02,3,0
SBV176_plate02,SBV164_plate02,17,0
SBV177_plate03,SBV164_plate02,3,0
SBV178_plate03,SBV164_plate02,15,0
SBV179_plate03,SBV164_plate02,7,0
SBV180_plate03,SBV164_plate02,1,0
SBV181_plate03,SBV164_plate02,5,0
SBV183_plate03,SBV164_plate02,11,0
SBV184_plate03,SBV164_plate02,9,0
SBV185_plate03,SBV164_plate02,8,0
SBV186_plate03,SBV164_plate02,5,0
SBV187_plate03,SBV164_plate02,5,0
SBV188_plate03,SBV164_plate02,8,0
SBV189_plate03,SBV164_plate02,4,0
SBV190_plate03,SBV164_plate02,3,0
SBV191_plate03,SBV164_plate02,11,0
SBV192_plate03,SBV164_plate02,7,0
SBV193_plate03,SBV164_plate02,6,0
SBV194_plate03,SBV164_plate02,2,0
SBV195_plate03,SBV164_plate02,6,0
SBV196_plate03,SBV164_plate02,18,0
SBV197_plate03,SBV164_plate02,9,0
SBV198_plate03,SBV164_plate02,5,0
SBV199_plate03,SBV164_plate02,6,0
SBV200_plate03,SBV164_plate02,13,0
SBV201_plate03,SBV164_plate02,8,0
SBV202_plate03,SBV164_plate02,4,0
SBV203_plate03,SBV164_plate02,7,0
SBV204_plate03,SBV164_plate02,11,0
SBV205_plate03,SBV164_plate02,9,0
SBV206_plate03,SBV164_plate02,9,0
SBV207_plate03,SBV164_plate02,4,0
SBV208_plate03,SBV164_plate02,12,0
SBV209_plate03,SBV164_plate02,6,0
SBV210_plate03,SBV164_plate02,11,0
SBV211_plate03,SBV164_plate02,8,0
SBV212_plate03,SBV164_plate02,15,0
SBV213_plate03,SBV164_plate02,5,0
SBV214_plate03,SBV164_plate02,7,0
SBV216_plate03,SBV164_plate02,15,0
SBV217_plate03,SBV164_plate02,9,0
SBV218_plate05,SBV164_plate02,8,0
SBV219_plate03,SBV164_plate02,7,0
SBV220_plate03,SBV164_plate02,8,0
SBV221_plate03,SBV164_plate02,10,0
SBV222_plate03,SBV164_plate02,8,0
SBV224_plate03,SBV164_plate02,9,0
SBV225_plate03,SBV164_plate02,7,0
SBV226_plate03,SBV164_plate02,8,0
SBV227_plate03,SBV164_plate02,12,0
SBV228_plate03,SBV164_plate02,13,0
SBV229_plate03,SBV164_plate02,5,0
SBV230_plate03,SBV164_plate02,5,0
SBV231_plate03,SBV164_plate02,10,0
SBV232_plate03,SBV164_plate02,6,0
SBV233_plate03,SBV164_plate02,11,0
SBV234_plate05,SBV164_plate02,14,0
SBV235_plate05,SBV164_plate02,8,0
SBV236_plate03,SBV164_plate02,10,0
SBV237_plate03,SBV164_plate02,8,0
SBV238_plate03,SBV164_plate02,6,0
SBV239_plate03,SBV164_plate02,4,0
SBV240_plate05,SBV164_plate02,10,0
SBV241_plate03,SBV164_plate02,11,0
SBV242_plate03,SBV164_plate02,10,0
SBV243_plate03,SBV164_plate02,6,0
SBV244_plate03,SBV164_plate02,12,0
SBV245_plate03,SBV164_plate02,13,0
SBV246_plate03,SBV164_plate02,8,0
SBV247_plate03,SBV164_plate02,14,0
SBV249_plate03,SBV164_plate02,12,0
SBV251_plate03,SBV164_plate02,4,0
SBV252_plate03,SBV164_plate02,16,0
SBV253_plate03,SBV164_plate02,5,0
SBV254_plate03,SBV164_plate02,104,0
SBV255_plate03,SBV164_plate02,7,0
SBV256_plate03,SBV164_plate02,8,0
SBV257_plate05,SBV164_plate02,8,0
SBV258_plate03,SBV164_plate02,8,0
SBV259_plate03,SBV164_plate02,8,0
SBV260_plate03,SBV164_plate02,8,0
SBV261_plate03,SBV164_plate02,4,0
SBV262_plate03,SBV164_plate02,12,0
SBV263_plate03,SBV164_plate02,16,0
SBV265_plate03,SBV164_plate02,10,0
SBV266_plate03,SBV164_plate02,8,0
SBV267_plate03,SBV164_plate02,8,0
SBV268_plate03,SBV164_plate02,11,0
SBV269_plate05,SBV164_plate02,15,0
SBV270_plate04,SBV164_plate02,15,0
SBV271_plate04,SBV164_plate02,12,0
SBV272_plate04,SBV164_plate02,7,0
SBV273_plate04,SBV164_plate02,12,0
SBV274_plate04,SBV164_plate02,15,0
SBV275_plate04,SBV164_plate02,17,0
SBV276_plate04,SBV164_plate02,15,0
SBV277_plate04,SBV164_plate02,16,0
SBV278_plate04,SBV164_plate02,7,0
SBV279_plate04,SBV164_plate02,7,0
SBV280_plate05,SBV164_plate02,10,0
SBV281_plate04,SBV164_plate02,3,0
SBV282_plate04,SBV164_plate02,9,0
SBV283_plate04,SBV164_plate02,10,0
SBV284_plate04,SBV164_plate02,13,0
SBV285_plate04,SBV164_plate02,8,0
SBV286_plate04,SBV164_plate02,12,0
SBV287_plate04,SBV164_plate02,9,0
SBV288_plate04,SBV164_plate02,5,0
SBV289_plate04,SBV164_plate02,15,0
SBV290_plate04,SBV164_plate02,11,0
SBV291_plate04,SBV164_plate02,3,0
SBV292_plate04,SBV164_plate02,12,0
SBV293_plate04,SBV164_plate02,10,0
SBV294_plate04,SBV164_plate02,9,0
SBV295_plate04,SBV164_plate02,15,0
SBV296_plate04,SBV164_plate02,9,0
SBV297_plate04,SBV164_plate02,3,0
SBV298_plate04,SBV164_plate02,9,0
SBV299_plate04,SBV164_plate02,11,0
SBV300_plate04,SBV164_plate02,11,0
SBV301_plate04,SBV164_plate02,14,0
SBV302_plate04,SBV164_plate02,5,0
SBV305_plate04,SBV164_plate02,17,0
SBV306_plate04,SBV164_plate02,13,0
SBV307_plate04,SBV164_plate02,15,0
SBV308_plate04,SBV164_plate02,9,0
SBV310_plate04,SBV164_plate02,15,0
SBV311_plate04,SBV164_plate02,15,0
SBV312_plate04,SBV164_plate02,12,0
SBV313_plate04,SBV164_plate02,95,0
SBV314_plate04,SBV164_plate02,8,0
SBV315_plate04,SBV164_plate02,7,0
SBV316_plate04,SBV164_plate02,18,0
SBV317_plate04,SBV164_plate02,10,0
SBV318_plate04,SBV164_plate02,11,0
SBV319_plate04,SBV164_plate02,18,0
SBV320_plate04,SBV164_plate02,10,0
SBV321_plate04,SBV164_plate02,8,0
SBV322_plate04,SBV164_plate02,7,0
SBV323_plate04,SBV164_plate02,9,0
SBV324_plate04,SBV164_plate02,8,0
SBV325_plate04,SBV164_plate02,10,0
SBV326_plate04,SBV164_plate02,14,0
SBV327_plate04,SBV164_plate02,11,0
SBV328_plate04,SBV164_plate02,9,0
SBV329_plate04,SBV164_plate02,11,0
SBV330_plate04,SBV164_plate02,10,0
SBV331_plate04,SBV164_plate02,14,0
SBV332_plate04,SBV164_plate02,4,0
SBV333_plate04,SBV164_plate02,8,0
SBV334_plate04,SBV164_plate02,14,0
SBV335_plate04,SBV164_plate02,10,0
SBV336_plate04,SBV164_plate02,10,0
SBV337_plate04,SBV164_plate02,4,0
SBV338_plate04,SBV164_plate02,14,0
SBV339_plate04,SBV164_plate02,15,0
SBV340_plate04,SBV164_plate02,15,0
SBV341_plate04,SBV164_plate02,15,0
SBV343_plate04,SBV164_plate02,17,0
SBV344_plate04,SBV164_plate02,10,0
SBV345_plate04,SBV164_plate02,8,0
SBV347_plate04,SBV164_plate02,7,0
SBV348_plate04,SBV164_plate02,10,0
SBV349_plate04,SBV164_plate02,9,0
SBV350_plate04,SBV164_plate02,14,0
SBV351_plate04,SBV164_plate02,14,0
SBV352_plate04,SBV164_plate02,17,0
SBV353_plate04,SBV164_plate02,15,0
SBV354_plate04,SBV164_plate02,13,0
SBV355_plate04,SBV164_plate02,7,0
SBV356_plate04,SBV164_plate02,6,0
SBV357_plate04,SBV164_plate02,12,0
SBV358_plate04,SBV164_plate02,10,0
SBV359_plate04,SBV164_plate02,10,0
SBV361_plate04,SBV164_plate02,6,0
SBV362_plate04,SBV164_plate02,16,0
SBV363_plate04,SBV164_plate02,16,0
SBV364_plate04,SBV164_plate02,16,0
SBV365_plate04,SBV164_plate02,12,0
SBV366_plate04,SBV164_plate02,11,0
SBV367_plate04,SBV164_plate02,13,0
SBV368_plate04,SBV164_plate02,15,0
SBV369_plate04,SBV164_plate02,15,0
SBV370_plate05,SBV164_plate02,14,0
SBV371_plate05,SBV164_plate02,12,0
SBV372_plate05,SBV164_plate02,12,0
SBV373_plate05,SBV164_plate02,11,0
SBV374_plate05,SBV164_plate02,19,0
SBV375_plate05,SBV164_plate02,7,0
SBV376_plate05,SBV164_plate02,15,0
SBV005_plate01,SBV165_plate02,59,1
SBV007_plate01,SBV165_plate02,9,0
SBV010_plate01,SBV165_plate02,91,1
SBV011_plate01,SBV165_plate02,121,1
SBV019_plate01,SBV165_plate02,98,1
SBV021_plate01,SBV165_plate02,103,1
SBV022_plate01,SBV165_plate02,30,1
SBV023_plate01,SBV165_plate02,12,0
SBV024_plate01,SBV165_plate02,98,1
SBV025_plate01,SBV165_plate02,12,1
SBV027_plate01,SBV165_plate02,11,1
SBV029_plate01,SBV165_plate02,98,1
SBV030_plate01,SBV165_plate02,14,1
SBV032_plate01,SBV165_plate02,101,1
SBV033_plate01,SBV165_plate02,12,1
SBV035_plate01,SBV165_plate02,8,0
SBV036_plate01,SBV165_plate02,8,0
SBV037_plate01,SBV165_plate02,14,0
SBV038_plate01,SBV165_plate02,9,0
SBV039_plate01,SBV165_plate02,16,0
SBV040_plate03,SBV165_plate02,7,0
SBV041_plate01,SBV165_plate02,13,0
SBV042_plate01,SBV165_plate02,7,0
SBV043_plate01,SBV165_plate02,12,0
SBV044_plate01,SBV165_plate02,15,0
SBV045_plate01,SBV165_plate02,12,0
SBV046_plate01,SBV165_plate02,12,0
SBV047_plate01,SBV165_plate02,11,0
SBV048_plate01,SBV165_plate02,12,0
SBV049_plate01,SBV165_plate02,12,0
SBV050_plate01,SBV165_plate02,14,0
SBV051_plate01,SBV165_plate02,12,0
SBV052_plate01,SBV165_plate02,16,0
SBV053_plate01,SBV165_plate02,14,0
SBV054_plate01,SBV165_plate02,7,0
SBV055_plate01,SBV165_plate02,15,0
SBV057_plate01,SBV165_plate02,10,0
SBV058_plate01,SBV165_plate02,3,0
SBV059_plate01,SBV165_plate02,13,0
SBV060_plate01,SBV165_plate02,18,0
SBV061_plate01,SBV165_plate02,6,0
SBV062_plate01,SBV165_plate02,8,0
SBV063_plate01,SBV165_plate02,14,0
SBV064_plate01,SBV165_plate02,6,0
SBV065_plate03,SBV165_plate02,10,0
SBV067_plate01,SBV165_plate02,14,0
SBV068_plate01,SBV165_plate02,8,0
SBV069_plate01,SBV165_plate02,13,0
SBV070_plate01,SBV165_plate02,5,0
SBV071_plate01,SBV165_plate02,12,0
SBV072_plate02,SBV165_plate02,22,0
SBV073_plate03,SBV165_plate02,7,0
SBV074_plate03,SBV165_plate02,8,0
SBV075_plate02,SBV165_plate02,12,0
